10.051 34.970 C 
5.613 26.050 A 
6.997 53.850 A 
8.708 25.800 B 
10.403 73.870 A 
8.058 34.720 B 
9.201 34.650 C 
12.033 78.650 A 
8.106 59.250 B 
10.461 48.690 C 
11.278 23.120 B 
9.524 33.500 C 
11.742 71.250 A 
14.775 8.890 A 
7.443 -7.370 A 
9.790 44.990 C 
10.000 47.780 C 
9.902 17.450 B 
8.539 16.840 B 
9.118 36.170 C 
6.201 -0.290 A 
8.783 39.540 B 
6.639 62.690 A 
6.064 58.600 A 
9.364 43.880 C 
9.408 30.100 C 
7.020 45.810 A 
14.982 59.080 A 
9.750 41.750 C 
7.830 59.940 B 
10.428 17.770 B 
9.129 1.820 A 
11.908 53.700 B 
5.285 17.050 A 
9.939 55.750 B 
7.010 57.580 A 
6.281 56.890 A 
9.751 16.450 B 
10.998 46.350 C 
10.488 33.710 C 
10.974 35.590 C 
13.219 -7.140 A 
9.710 47.550 C 
10.596 49.710 C 
12.503 47.800 B 
9.195 40.680 C 
12.057 32.570 B 
8.966 -6.210 A 
7.083 36.930 B 
9.885 5.570 A 
9.674 41.050 C 
10.472 46.760 C 
12.172 -0.740 A 
13.860 14.280 A 
10.231 30.860 C 
10.060 44.690 C 
10.420 30.200 C 
12.488 40.200 B 
9.526 13.040 B 
7.451 12.180 A 
9.184 31.260 C 
8.823 15.690 B 
8.596 69.240 A 
10.434 35.000 C 
9.862 30.520 C 
8.876 77.000 A 
9.231 58.860 B 
10.464 46.350 C 
7.586 52.870 B 
14.382 58.650 A 
12.122 78.350 A 
9.826 51.060 B 
10.938 65.160 B 
12.686 27.680 B 
7.568 50.610 B 
13.892 -1.970 A 
7.634 31.990 B 
10.677 61.710 B 
9.501 44.080 C 
12.458 34.070 B 
10.586 77.480 A 
12.141 32.490 B 
8.039 61.300 B 
8.840 44.520 B 
9.774 39.990 C 
12.049 12.140 A 
12.283 41.720 B 
10.389 50.000 C 
13.893 59.820 A 
14.904 34.470 A 
7.846 81.620 A 
11.208 33.450 B 
9.203 32.070 C 
11.303 24.210 B 
14.305 6.740 A 
6.072 79.800 A 
14.607 37.190 A 
8.182 44.020 B 
13.430 75.180 A 
13.469 80.520 A 
9.231 17.420 B 
12.343 24.610 B 
12.175 22.800 B 
6.040 16.590 A 
9.425 40.540 C 
13.566 35.990 A 
13.206 63.700 A 
10.652 39.410 C 
9.412 34.010 C 
5.288 67.520 A 
8.209 -8.430 A 
5.769 -7.970 A 
9.747 18.210 B 
10.439 25.200 B 
5.278 -4.490 A 
10.529 38.130 C 
10.565 40.560 C 
10.522 42.230 C 
6.522 30.950 A 
12.985 41.540 B 
13.021 57.930 A 
6.245 84.930 A 
12.826 -5.790 A 
10.152 20.170 B 
6.781 76.250 A 
11.219 32.020 B 
12.030 49.840 B 
10.414 -2.420 A 
9.569 16.870 B 
11.031 1.080 A 
13.611 89.280 A 
10.266 39.820 C 
13.641 15.930 A 
9.753 38.240 C 
11.430 45.680 B 
10.208 31.090 C 
9.443 45.780 C 
9.198 10.560 A 
9.231 45.550 C 
8.171 58.540 B 
8.793 49.280 B 
11.091 18.870 B 
5.870 39.490 A 
5.003 41.300 A 
10.578 34.180 C 
6.512 44.600 A 
10.991 44.270 C 
8.853 36.940 B 
9.907 45.130 C 
13.242 16.050 A 
10.121 35.010 C 
7.378 0.250 A 
10.977 44.090 C 
9.635 26.020 B 
10.654 1.110 A 
10.117 40.160 C 
6.906 26.880 A 
11.316 72.580 A 
10.105 45.480 C 
12.765 19.370 A 
9.939 48.220 C 
9.007 31.430 C 
7.378 6.190 A 
10.845 49.360 C 
9.861 34.050 C 
10.776 40.630 C 
9.891 44.530 C 
9.243 33.370 C 
14.728 81.260 A 
9.999 48.620 C 
9.415 13.740 B 
9.961 43.770 C 
9.439 75.640 A 
10.335 50.530 B 
9.590 42.640 C 
7.798 52.900 B 
9.387 81.860 A 
9.195 30.680 C 
9.330 32.660 C 
10.810 39.940 C 
7.835 51.150 B 
11.549 0.670 A 
14.516 32.890 A 
6.935 31.980 A 
9.230 49.660 C 
5.104 5.590 A 
11.744 55.100 B 
8.101 33.140 B 
10.220 33.150 C 
10.026 -1.730 A 
6.618 77.140 A 
9.210 12.260 B 
14.760 26.800 A 
14.591 -7.450 A 
10.266 38.760 C 
12.553 82.920 A 
10.640 36.530 C 
11.394 -2.600 A 
14.163 65.230 A 
7.817 55.930 B 
12.875 2.210 A 
10.276 44.860 C 
9.172 9.990 A 
9.580 42.090 C 
10.259 26.970 B 
10.336 31.540 C 
5.343 49.110 A 
9.845 30.470 C 
9.145 30.950 C 
13.053 67.790 A 
11.597 23.790 B 
8.499 28.650 B 
7.806 48.090 B 
10.980 32.020 C 
9.771 40.660 C 
9.522 74.180 A 
10.286 22.950 B 
10.938 30.950 C 
8.763 16.760 B 
9.351 -0.310 A 
7.625 30.940 B 
10.413 41.580 C 
9.134 25.650 B 
8.548 17.210 B 
10.684 40.800 C 
7.578 27.550 B 
9.563 2.270 A 
11.131 30.250 B 
11.514 20.610 B 
9.371 41.120 C 
5.956 -1.290 A 
8.586 79.360 A 
7.652 32.060 B 
5.844 21.910 A 
9.097 46.620 C 
12.524 31.150 B 
13.490 55.260 A 
7.868 6.140 A 
5.091 10.370 A 
9.419 32.770 C 
7.607 55.290 B 
8.770 17.140 B 
10.201 80.390 A 
8.137 49.030 B 
9.723 21.840 B 
5.168 28.180 A 
9.615 35.780 C 
9.986 36.420 C 
10.739 61.940 B 
7.988 64.410 A 
13.319 31.740 A 
10.479 42.290 C 
11.239 -5.870 A 
10.795 34.740 C 
9.016 10.580 A 
13.414 29.570 A 
10.552 35.150 C 
10.963 56.400 B 
10.280 18.670 B 
9.744 -2.570 A 
9.151 48.110 C 
9.089 17.330 B 
11.127 67.180 B 
7.400 49.920 B 
9.923 22.830 B 
10.633 64.860 B 
10.720 64.270 B 
9.003 30.690 C 
7.106 46.280 B 
11.427 25.210 B 
11.166 78.630 A 
11.618 31.710 B 
9.813 46.760 C 
10.755 30.170 C 
12.961 35.700 B 
9.685 44.130 C 
11.403 67.180 A 
9.183 24.130 B 
10.334 36.380 C 
9.419 46.800 C 
7.580 41.510 B 
12.430 48.480 B 
12.916 77.540 A 
10.436 37.400 C 
11.670 81.100 A 
10.469 47.400 C 
9.319 43.880 C 
9.268 36.440 C 
10.547 31.300 C 
9.902 19.480 B 
5.413 84.060 A 
13.340 73.540 A 
12.643 55.390 A 
7.191 70.930 A 
11.193 17.540 B 
9.519 56.440 B 
10.684 65.570 B 
11.932 26.510 B 
9.201 45.450 C 
8.681 54.620 B 
10.040 35.440 C 
9.434 42.330 C 
6.583 -9.080 A 
10.893 36.300 C 
10.597 37.140 C 
9.205 49.500 C 
12.071 83.060 A 
10.189 47.900 C 
9.273 35.660 C 
8.108 74.850 A 
12.872 8.150 A 
14.397 14.700 A 
10.498 37.260 C 
14.544 51.460 A 
9.014 37.150 C 
9.630 31.800 C 
11.163 87.850 A 
8.363 67.970 A 
14.786 85.960 A 
11.922 68.020 A 
8.636 22.810 B 
7.317 82.650 A 
10.791 57.460 B 
11.529 31.500 B 
10.479 49.000 C 
9.450 37.880 C 
9.901 47.780 C 
10.803 36.740 C 
9.979 34.340 C 
11.855 38.800 B 
8.034 34.310 B 
10.134 37.520 C 
10.688 31.730 C 
10.081 38.100 C 
10.405 30.280 C 
7.133 67.420 A 
8.689 17.830 B 
9.845 33.990 C 
11.026 79.750 A 
6.794 7.730 A 
11.029 33.190 B 
9.988 46.900 C 
7.065 38.890 B 
7.417 34.080 B 
7.512 85.730 A 
12.175 23.560 B 
12.413 37.430 B 
10.804 43.090 C 
11.864 28.100 B 
8.094 35.840 B 
10.939 39.420 C 
9.115 63.410 B 
14.130 63.380 A 
10.625 42.860 C 
10.280 37.970 C 
7.794 24.230 B 
12.626 -2.570 A 
8.922 40.460 B 
13.337 17.740 A 
7.013 -4.070 A 
9.556 67.870 B 
10.744 33.830 C 
10.418 44.950 C 
10.816 49.080 C 
12.010 24.690 B 
12.719 50.770 B 
12.509 48.970 B 
8.959 52.320 B 
10.728 49.170 C 
10.114 34.000 C 
10.731 43.430 C 
9.462 38.830 C 
10.513 34.660 C 
14.113 9.770 A 
6.463 51.990 A 
10.890 19.000 B 
6.025 33.820 A 
9.744 34.780 C 
9.587 72.950 A 
8.463 76.470 A 
9.879 7.610 A 
11.637 64.470 B 
6.182 65.620 A 
10.806 40.580 C 
11.610 62.110 B 
8.198 13.150 A 
10.669 79.480 A 
10.447 47.500 C 
11.575 47.170 B 
9.640 49.050 C 
8.951 41.500 B 
10.236 48.100 C 
6.719 -7.750 A 
10.921 64.320 B 
13.037 -1.990 A 
13.297 17.990 A 
8.985 21.790 B 
10.873 85.840 A 
9.734 42.110 C 
6.816 56.090 A 
13.017 19.910 A 
11.095 20.590 B 
10.996 37.520 C 
8.229 62.150 B 
11.376 29.340 B 
7.932 52.220 B 
12.570 60.640 A 
12.788 40.450 B 
9.423 32.110 C 
11.173 82.320 A 
7.427 27.580 B 
9.468 38.530 C 
8.474 14.670 B 
9.091 45.890 C 
9.411 28.800 B 
11.647 52.610 B 
6.813 10.980 A 
8.429 62.330 B 
5.714 84.750 A 
9.648 42.970 C 
7.018 30.860 A 
9.832 68.360 B 
11.356 20.140 B 
5.551 42.440 A 
12.272 20.260 A 
9.796 48.960 C 
8.639 74.830 A 
9.456 42.560 C 
8.763 35.500 B 
10.106 14.890 B 
10.214 33.350 C 
10.349 32.390 C 
9.016 48.660 C 
9.315 47.880 C 
10.058 -9.160 A 
10.051 32.380 C 
8.458 8.990 A 
12.422 71.760 A 
10.616 45.570 C 
9.970 9.350 A 
13.574 78.770 A 
8.976 38.050 B 
8.983 52.810 B 
7.575 75.860 A 
10.072 32.190 C 
7.663 5.180 A 
7.598 39.110 B 
9.566 27.130 B 
9.800 16.750 B 
10.521 25.500 B 
11.374 83.040 A 
7.633 49.210 B 
13.559 73.070 A 
8.159 24.080 B 
9.432 42.190 C 
5.837 84.490 A 
10.229 30.940 C 
10.143 12.240 B 
8.792 43.300 B 
10.364 22.650 B 
6.737 3.090 A 
7.261 35.120 B 
11.415 59.030 B 
8.285 -4.380 A 
10.804 -7.890 A 
9.355 35.260 C 
9.978 85.730 A 
10.282 36.000 C 
9.034 23.750 B 
10.514 38.560 C 
11.369 22.560 B 
9.060 37.870 C 
11.992 53.200 B 
10.693 48.000 C 
7.877 -9.280 A 
13.803 78.840 A 
10.380 49.820 C 
9.193 43.990 C 
12.586 35.370 B 
8.133 30.560 B 
9.004 29.080 B 
9.406 48.390 C 
8.064 57.670 B 
5.942 69.480 A 
10.694 31.480 C 
6.328 84.040 A 
10.446 40.170 C 
10.972 42.490 C 
9.930 45.560 C 
10.528 48.090 C 
11.585 33.980 B 
7.590 -8.680 A 
8.417 -3.350 A 
9.412 79.550 A 
7.549 74.930 A 
10.352 37.760 C 
12.186 24.460 B 
9.452 66.870 B 
9.302 44.260 C 
9.704 53.310 B 
11.619 22.350 B 
11.223 31.250 B 
12.700 66.130 A 
12.184 -1.490 A 
10.349 31.220 C 
6.670 58.770 A 
11.553 61.500 B 
11.280 64.000 B 
13.612 -7.240 A 
12.049 22.540 B 
11.652 30.630 B 
11.192 45.640 B 
10.669 13.600 B 
5.138 51.580 A 
9.401 48.530 C 
8.709 43.970 B 
10.238 45.570 C 
9.336 33.210 C 
9.873 66.690 B 
9.992 35.520 C 
8.132 20.770 B 
10.006 41.530 C 
9.107 43.650 C 
7.006 32.070 A 
8.309 38.930 B 
9.578 66.410 B 
9.277 1.910 A 
10.022 32.360 C 
10.252 38.660 C 
5.070 46.600 A 
11.961 18.250 B 
6.826 61.880 A 
13.025 32.240 A 
9.599 -6.450 A 
12.723 52.570 B 
9.044 37.510 C 
7.605 37.080 B 
7.107 20.100 A 
9.403 42.310 C 
9.027 38.700 C 
14.762 30.680 A 
8.411 23.580 B 
14.342 79.390 A 
10.684 47.720 C 
10.486 49.260 C 
7.005 16.620 A 
9.574 25.220 B 
9.077 50.520 B 
9.910 39.500 C 
14.888 16.830 A 
10.138 43.070 C 
8.455 37.350 B 
5.367 0.360 A 
10.446 23.070 B 
5.463 30.220 A 
8.923 80.270 A 
10.231 23.850 B 
8.410 58.820 B 
9.601 19.940 B 
7.267 80.040 A 
9.602 14.340 B 
10.257 48.740 C 
5.169 45.280 A 
11.340 8.370 A 
9.269 12.350 B 
9.863 45.670 C 
10.293 40.950 C 
11.617 51.740 B 
5.046 23.430 A 
9.966 42.300 C 
9.038 61.950 B 
10.190 24.960 B 
10.523 30.330 C 
9.967 -7.660 A 
14.535 68.210 A 
10.388 32.740 C 
11.522 68.060 A 
11.500 36.130 B 
11.295 57.090 B 
7.024 37.380 B 
9.696 32.170 C 
11.467 39.290 B 
10.530 30.740 C 
7.878 1.350 A 
9.916 31.190 C 
8.647 38.030 B 
13.248 89.590 A 
8.872 41.200 B 
11.301 83.360 A 
8.990 -3.540 A 
10.197 19.100 B 
9.118 42.740 C 
12.301 71.300 A 
13.852 51.050 A 
9.830 42.390 C 
8.249 71.480 A 
10.525 44.990 C 
6.088 7.940 A 
8.484 12.060 A 
14.476 20.830 A 
9.892 31.000 C 
8.048 57.200 B 
10.137 32.940 C 
9.841 49.130 C 
9.028 35.020 C 
9.105 32.700 C 
7.571 27.560 B 
9.992 61.850 B 
12.324 36.070 B 
12.319 58.020 B 
9.788 52.620 B 
10.387 44.510 C 
9.913 46.250 C 
13.414 88.240 A 
13.605 89.500 A 
6.852 51.500 A 
